(Cantidad de reviews, Score, Titulo)
(324, 4.5, 'Hot Six (A Stephanie Plum Novel)', '0312205406')
(322, 4.5, 'The Demon-Haunted World: Science As a Candle in the Dark (Bookcassette(r) Edition)', '1561006491')
(319, 4.5, 'Unintended Consequences', '1888118040')
(319, 4.5, 'A Time to Kill', '0553502220')
(318, 4.5, 'A Time to Kill', '0385470819')
(318, 4.5, 'A Time to Kill', '0553712640')
(318, 4.5, 'A Time to Kill', '0440211727')
(311, 4.5, 'A Civil Action', '0679445617')
(311, 4.5, 'A Civil Action', '0394563492')
(311, 4.5, 'A Civil Action (Vintage)', '0679772677')
(310, 4.5, 'The Rainmaker', '055371273')
(310, 4.5, 'The Rainmaker', '0553502042')
(310, 4.5, 'The Rainmaker', '0385424736')
(310, 4.5, 'The Rainmaker', '044022165')
(309, 4.5, 'Pet Sematary', '0743412273')
(304, 4.5, 'Dracula (Konemann Classics)', '3895080969')
(303, 4.5, 'Perfume : The Story of a Murderer (Vintage International)', '0375725849')
(303, 4.5, 'Dracula (Mystery Theatre (Monterey))', '1569945128')
(297, 4.5, 'A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition', '0553380168')
(293, 4.5, 'Undaunted Courage : Meriwether Lewis Thomas Jefferson And The Opening Of The American West', '0743508084')
(293, 4.5, 'Undaunted Courage : Meriwether Lewis Thomas Jefferson And The Opening Of The American West', '0743507843')
(293, 4.5, 'Undaunted Courage : Meriwether Lewis, Thomas Jefferson, and the Opening of the American West', '0671574434')
(293, 4.5, 'Undaunted Courage : MERIWETHER LEWIS THOMAS JEFFERSON AND THE OPENING OF THE AMERICAN WEST (Lewis & Clark Expedition)', '0684811073')
(293, 4.5, 'Undaunted Courage : Meriwether Lewis Thomas Jefferson And The Opening Of The American West', '0743507835')
(293, 4.5, 'Undaunted Courage: Meriwether Lewis Thomas Jefferson and the Opening of the American West', '0684826976')
(293, 4.5, 'Undaunted Courage', '0613022173')
(288, 4.5, "The No. 1 Ladies' Detective Agency (Today Show Book Club #8)", '1400034779')
(286, 4.5, "The No. 1 Ladies' Detective Agency (No.1 Ladies Detective Agency)", '1400031346')
(286, 4.5, "The No.1 Ladies' Detective Agency", '1402541805')
(281, 4.5, 'The Oath', '0849938635')
(276, 4.5, 'The Bone Collector (A Lincoln Rhyme Novel)', '0613236904')
(276, 4.5, 'The Bone Collector (A Lincoln Rhyme Novel)', '0451188454')
(276, 4.5, 'The Bone Collector (Wheeler Large Print Book Series (Paper))', '1568955243')
(273, 4.5, 'Misery, Spanish Edition', '074323359')
(272, 4.5, 'True to the Game: A Teri Woods Fable (Teri Woods Fable)', '096722490')
(269, 4.5, 'The Hunt for Red October', '0870212850')
(269, 4.5, 'The Hunt for Red October', '0945353790')
(269, 4.5, 'The Hunt for Red October (Jack Ryan Novels)', '0425133516')
(268, 4.5, "Ghost Soldiers: The Forgotten Epic Story of World War II's Most Dramatic Mission", '0375431101')
(268, 4.5, "Ghost Soldiers: The Forgotten Epic Story of World War II's Most Dramatic Mission", '0385495641')
(268, 4.5, "Ghost Soldiers: The Forgotten Epic Story of World War II's Most Dramatic Mission", '0553528149')
(268, 4.5, "Ghost Soldiers : The Forgotten Epic Story of World War II's Most Dramatic Mission", '0553714392')
(265, 4.5, "All Over but the Shoutin'", '0613170768')
(264, 4.5, 'High Five (A Stephanie Plum Novel)', '0312971346')
(264, 4.5, 'High Five (A Stephanie Plum Novel)', '0312203039')
(264, 4.5, 'High Five (Stephanie Plum Novels (Audio))', '1578155452')
(264, 4.5, 'High Five (A Stephanie Plum Novel)', '1559275456')
(263, 4.5, "All Over But the Shoutin'", '0375405038')
(263, 4.5, 'Traveling Mercies : Some Thoughts on Faith', '0385496095')
(263, 4.5, 'Traveling Mercies : Some Thoughts on Faith', '0679442405')
(263, 4.5, "All over but the Shoutin'", '0679774025')
(262, 4.5, 'Think and Grow Rich', '1559276134')
(260, 4.5, 'Wild Swans: Three Daughters of China', '0385425473')
(260, 4.5, 'Wild Swans: Three Daughters of China (Abridged)', '0886463610')
(259, 4.5, 'Without Remorse', '0679424296')
(259, 4.5, 'Without Remorse', '0425143325')
(259, 4.5, 'Without Remorse', '0399138250')
(259, 4.5, 'Without Remorse', '0375406999')
(258, 4.5, 'One LastTime', '0425169081')
(258, 4.5, 'One Last Time: A Psychic Medium Speaks to Those We Have Loved and Lost', '0425166929')
(256, 4.5, 'Princess: A True Story of Life Behind the Veil in Saudi Arabia', '0380719185')
(255, 4.5, 'Princess: A True Story of Life Behind the Veil in Saudi Arabia', '0967673747')
(252, 4.5, 'Monkey Business: Swinging Through the Wall Street Jungle', '0446525561')
(251, 4.5, 'Red Storm Rising (Thorndike Basic)', '0896218856')
(251, 4.5, 'Red Storm Rising', '0394298667')
(251, 4.5, 'Literature Guide: From the Mixed-up Files of Mrs. Basil E. Frankweiler (Grades 4-8)', '0590366513')
(251, 4.5, 'Red Storm Rising', '042510107')
(251, 4.5, 'Red Storm Rising', '0399131493')
(246, 4.5, 'The Silence of the Lambs', '0312195265')
(246, 4.5, 'The SILENCE OF THE LAMBS', '0671673513')
(246, 4.5, 'Mere Christianity: Library Edition', '0786198761')
(246, 4.5, 'Mere Christianity', '0694524689')
(246, 4.5, 'The Silence of the Lambs (Hannibal Lector)', '0312924585')
(246, 4.5, "The Dirt: Confessions of the World's Most Notorious Rock Band", '0060392886')
(246, 4.5, 'Silence of the Lambs', '0312022824')
(246, 4.5, 'Mere Christianity', '0786117818')
(246, 4.5, 'The Silence of the Lambs', '1585471100')
(246, 4.5, 'Silence of the Lambs', '0613280652')
(246, 4.5, "The Dirt : Confessions of the World's Most Notorious Rock Band", '0060989157')
(243, 4.5, 'The Autobiography of Malcolm X (As Told to Alex Haley)', '0345376714')
(243, 4.5, 'Autobiography of Malcolm X', '0345379756')
(243, 4.5, 'Autobiography of Malcolm X', '0345350685')
(243, 4.5, 'The Autobiography of Malcolm X, The', '0671045083')
(243, 4.5, 'CITIZEN SOLDIERS : The U.S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany -- June 7, 1944-May 7, 1945', '0684815257')
(242, 4.5, 'CITIZEN SOLDIERS : THE U S ARMY FROM THE NORMANDY BEACHES TO THE BULGE TO THE SURRENDER OF GERMANY', '0684848015')
(242, 4.5, 'Citizen Soldiers : The U.S. Army from the Normandy Beaches to the Bulge to the Surrender of Germany -- June 7, 1944-May 7, 1945', '067157714')
(239, 4.5, 'The Art of War (Pocket Edition) (Shambhala Pocket Classics)', '0877735379')
(239, 4.5, 'The Art of War', '0877734526')
(239, 4.5, 'The Art of War', '0385292163')
(239, 4.5, 'The Art of War (UNESCO Collection of Representative Works)', '0195014766')
(239, 4.5, 'The Art of War (Shambhala Lion Editions)', '0877735158')
(239, 4.5, 'The Art of War', '1400100674')
(239, 4.5, 'The Art of War', '0385299850')
(239, 4.5, 'The Art of War (UNESCO Collection of Representative Works)', '0195015401')
(239, 4.5, 'The Art of War', '0486425576')
(239, 4.5, 'The Art of War', '1590400194')
(238, 4.5, 'The Bourne Identity', '0553450530')
(238, 4.5, 'The Bourne Identity', '0553260111')
(237, 4.5, 'Conversations With God : An Uncommon Dialogue, Book Three, Audio Volumes 1-3', '1574533029')
(237, 4.5, 'Conversations With God : An Uncommon Dialogue, Book Three, Audio Volume III', '1574532960')
(230, 4.5, 'To the Nines (A Stephanie Plum Novel)', '0312265867')
(230, 4.5, 'To the Nines (A Stephanie Plum Novel)', '1559277491')
(230, 4.5, 'Bird by Bird: Some Instructions on Writing and Life (Audio Editions)', '1572700165')
(230, 4.5, 'Bird by Bird : Some Instructions on Writing and Life', '0679435204')
(230, 4.5, 'To the Nines (A Stephanie Plum Novel)', '1559277777')
(230, 4.5, 'To the Nines (A Stephanie Plum Novel)', '1559277769')
(230, 4.5, 'An Unquiet Mind : A Memoir of Moods and Madness (Vintage)', '0679763309')
(230, 4.5, 'An Unquiet Mind', '0679443746')
(227, 4.5, 'The Long Walk: The True Story of a Trek to Freedom', '1558216340')
(227, 4.5, 'The Long Walk: The True Story of a Trek to Freedom', '1558216847')
(225, 4.5, 'In Cold Blood : A True Account of a Multiple Murder and Its Consequences (Modern Library)', '067960023')
(225, 4.5, 'In Cold Blood: A True Account of a Multiple Murder and Its Consequences', '0785777636')
(225, 4.5, 'In the Heart of the Sea: The Tragedy of the Whaleship Essex', '0141001828')
(225, 4.5, 'In the Heart of the Sea: The Tragedy of the Whaleship Essex', '0141802189')
(225, 4.5, 'In the Heart of the Sea: The Tragedy of the Whaleship Essex', '1568951787')
(225, 4.5, 'In Cold Blood', '0679745580')
(225, 4.5, 'In Cold Blood', '0375507906')
(225, 4.5, 'In the Heart of the Sea: The Tragedy of the Whaleship Essex', '0670891576')
(225, 4.5, 'In the Heart of the Sea: The Tragedy of the Whaleship Essex', '0141802812')
(223, 4.5, 'The Name of the Rose', '1559273615')
(223, 4.5, 'The Name of the Rose: including Postscript to the Name of the Rose', '0156001314')
(222, 4.5, 'The Name of the Rose', '0151446474')
(221, 4.5, 'Relic', '0613027809')
(220, 4.5, 'Stolen Valor : How the Vietnam Generation Was Robbed of Its Heroes and Its History', '096670360')
(217, 4.5, 'We were Soldiers Once...And Young: Ia Drang--The Battle That Changed The War In Vietnam', '0679411585')
(217, 4.5, 'We Were Soldiers Once..and Young', '1559948671')
(217, 4.5, 'We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam', '0060506989')
(217, 4.5, 'We Were Soldiers Once... and Young: Ia Drang--The Battle That Changed the War in Vietnam', '0060975768')
(216, 4.5, "Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem", '0802713319')
(216, 4.5, "Fermat's Enigma : The Epic Quest to Solve the World's Greatest Mathematical Problem", '0385493622')
(216, 4.5, 'The Long Walk', '0451196716')
(216, 4.5, 'Long Walk', '0613173503')
(215, 4.5, 'Four To Score (A Stephanie Plum Novel)', '0312966970')
(215, 4.5, 'Four to Score (A Stephanie Plum Novel)', '0312185863')
(215, 4.5, 'A Guide for Developing Interdisciplinary Thematic Units (2nd Edition)', '0139211640')
(215, 4.5, 'Confederates in the Attic', '0553525832')
(215, 4.5, 'Four to Score (Stephanie Plum Novels (Audio))', '1578155444')
(215, 4.5, 'Four to Score (A Stephanie Plum Novel)', '1559275448')
(215, 4.5, 'Confederates in the Attic : Dispatches from the Unfinished Civil War (Vintage Departures)', '067975833')
(212, 4.5, 'The Prince (Dover Thrift Editions)', '0486272745')
(212, 4.5, 'The Prince', '0226500438')
(212, 4.5, 'The Prince', '0226500446')
(212, 4.5, 'The Prince (Rethinking the Western Tradition)', '0300064020')
(212, 4.5, 'The Prince', '0872203166')
(212, 4.5, 'The Prince (Rethinking the Western Tradition)', '0300064039')
(212, 4.5, "The Prince (Everyman's Library (Cloth))", '0679410449')
(212, 4.5, 'The Prince', '0872203174')
(212, 4.5, "The Prince (Oxford World's Classics)", '0192833979')
(212, 4.5, 'The Prince (Penguin Classics)', '0140449159')
(212, 4.5, 'The Prince: A Revised Translation Backgrounds Interpretations Marginalia (Norton Critical Editions)', '0393962202')
(212, 4.5, 'The Prince', '0553212788')
(212, 4.5, 'The Prince (Signet Classics (Paperback))', '0451527461')
(212, 4.5, 'Prince (Great Books in Philosophy)', '0879753447')
(212, 4.5, 'The Prince', '0786100796')
(212, 4.5, 'Machiavelli: The Prince (Cambridge Texts in the History of Political Thought)', '0521342406')
(212, 4.5, 'THE PRINCE (Wordsworth Collection)', '1853267759')
(212, 4.5, 'Dont Sweat The Small Stuff And Its All Small Stuff Unabridged : Simple Things To Keep The Little Things From Taking Over Your Life', '0671046217')
(212, 4.5, 'Machiavelli: The Prince (Cambridge Texts in the History of Political Thought)', '0521349931')
(212, 4.5, 'The Prince', '1404314784')
(212, 4.5, 'The Prince (Penguin Classics)', '0140447520')
(212, 4.5, 'The Prince', '0881334448')
(212, 4.5, 'The Prince (Deodand Classics)', '0957886896')
(206, 4.5, 'G', '0465026567')
(204, 4.5, 'Stalingrad: The Fateful Siege, 1942-1943', '0140284583')
(203, 4.5, 'Rise And Fall Of The Third Reich', '0671728687')
(202, 4.5, 'River God : A Novel of Ancient Egypt', '0312287550')
(201, 4.5, 'Bridal Bargains: Secrets to Throwing a Fantastic Wedding on a Realistic Budget (Bridal Bargains: Secrets to Throwing a Fantastic Wedding on a Realistic Budget)', '1889392081')
(200, 4.5, 'Lucky : A Memoir', '0316096199')
(200, 4.5, 'Lucky', '0743529790')
(200, 4.5, 'Lucky', '0684857820')
(198, 4.5, 'First Person Plural : My Life as a Multiple', '0786889780')
(198, 4.5, 'First Person Plural : My Life As a Multiple', '0786863900')
(197, 4.5, 'A Literature Unit for The Secret Garden by Frances Hodgson Burnett', '1557344140')
(197, 4.5, 'Beowulf', '0192723693')
(196, 4.5, 'The Cabinet of Curiosities', '0446530220')
(196, 4.5, 'The Cabinet of Curiosities', '158621280')
(196, 4.5, 'The Cabinet of Curiosities', '0446611239')
(195, 4.5, "Talking to Heaven : A Medium's Message of Life After Death (AUDIO CASSETTE)", '0140868011')
(195, 4.5, 'Youth in Revolt', '0385481969')
(195, 4.5, 'Forbidden (The Lambert Series, Book 2)', '158851594')
(194, 4.5, "Man's Search for Meaning", '0786108673')
(194, 4.5, "Man's Search For Meaning", '0671023373')
(194, 4.5, "Man's Search for Meaning: An Introduction to Logotherapy", '0671244221')
(194, 4.5, "Man's Search for Meaning", '0807014265')
(193, 4.5, "The Hungry Ocean : A Swordboat Captain's Journey", '0786864516')
(193, 4.5, "The Hungry Ocean : A Swordboat Captain's Journey", '0786885416')
(193, 4.5, 'Hungry Ocean, The', '1567403492')
(192, 4.5, 'Hoot (Newbery Honor Book)', '0375821813')
(192, 4.5, 'Hoot', '0375921818')
(191, 4.5, 'Autobiography of a Yogi', '0876120834')
(191, 4.5, 'Autobiography of a Yogi', '0876120796')
(191, 4.5, 'Autobiography of a Yogi', '0876120826')
(191, 4.5, 'Autobiography of a Yogi', '0876120850')
(191, 4.5, 'Autobiography of a Yogi', '1565891090')
(191, 4.5, 'Autobiography of a Yogi (Reprint of Original 1946 Edition)', '1565891082')
(191, 4.5, 'The Hunting of the President : The Ten-Year Campaign to Destroy Bill and Hillary Clinton', '0312273193')
(191, 4.5, 'Autobiography of a Yogi', '0876120869')
(191, 4.5, 'Stiff: The Curious Lives of Human Cadavers', '0393050939')
(191, 4.5, 'The Hunting of the President : The Ten-Year Campaign to Destroy Bill and Hillary Clinton', '0312245475')
(191, 4.5, 'Autobiography of a Yogi', '156589734')
(189, 4.5, "The Ten Things You Can't Say In America", '0312284659')
(189, 4.5, "The Ten Things You Can't Say in America", '031226660')
(188, 4.5, 'Killing Mr. Griffin (Laurel Leaf Books)', '0440945151')
(188, 4.5, 'Killing Mr Griffin (Laurel Leaf Books)', '0881035149')
(187, 4.5, 'A Man Named Dave', '0694521612')
(187, 4.5, 'Man Named Dave', '0613335953')
(187, 4.5, 'A Man Named Dave: A Story of Triumph and Forgiveness', '0525945210')
(187, 4.5, 'A Man Named Dave: A Story of Triumph and Forgiveness', '0452281903')
(187, 4.5, 'The Power of a Praying Wife', '0736900543')
(185, 4.5, 'The Gift of Fear : Survival Signals That Protect Us from Violence', '')
(183, 4.5, 'Envy', '0743508858')
(183, 4.5, 'Envy', '0446529877')
(183, 4.5, 'Fever 1793', '0689848919')
(183, 4.5, 'Envy', '0446611808')
(183, 4.5, 'Fever 1793', '0689838581')
(183, 4.5, 'Envy', '0446527130')
(183, 4.5, 'Envy', '0743505158')
(183, 4.5, 'Envy', '074350884')
(181, 4.5, "Turning Stones : My Days and Nights with Children at RiskA Caseworker's Story", '0449912353')
(181, 4.5, 'Dead Until Dark (Southern Vampire Mysteries)', '0441008534')
(181, 4.5, 'Turning Stones: My Days and Nights with Children at Risk', '0151002045')
(179, 4.5, 'The Man Who Listens to Horses', '034542705')
(179, 4.5, "Surely You're Joking, Mr Feynman", '0613181468')
(179, 4.5, 'The Man Who Listens to Horses', '0679456589')
(179, 4.5, 'Man Who Listens to Horses', '0613289412')
(179, 4.5, '', '0393316041')
(177, 4.5, 'Ship of Gold in the Deep Blue Sea', '0783803788')
(177, 4.5, 'Ship of Gold in the Deep Blue Sea', '0871134640')
(177, 4.5, 'Ship of Gold in the Deep Blue Sea', '0375403469')
(177, 4.5, 'His Bright Light', '0385333463')
(177, 4.5, 'Ship of Gold in the Deep Blue Sea (Vintage)', '0375703373')
(177, 4.5, 'Phantoms', '0425181103')
(177, 4.5, 'His Bright Light : The Story of Nick Traina', '0385334672')
(176, 4.5, 'The Other Side and Back', '0141800518')
(175, 4.5, 'This Present Darkness (2 cassettes)', '0891075976')
(175, 4.5, 'This Present Darkness', '0842361715')
(175, 4.5, 'This Present Darkness', '0842361723')
(174, 4.5, 'We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda', '0374286973')
(173, 4.5, 'We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda', '0312243359')
(173, 4.5, 'Motherless Brooklyn', '0375724834')
(173, 4.5, 'Motherless Brooklyn', '0385491832')
(172, 4.5, 'Gone for Good', '0440236738')
(172, 4.5, 'Gone For Good', '038533558')
(171, 4.5, "A Conspiracy of Paper : A Novel (Ballantine Reader's Circle)", '0804119120')
(171, 4.5, 'A Conspiracy of Paper : A Novel', '0375502920')
(170, 4.5, 'L.A. Requiem (Elvis Cole Novels (Paperback))', '0345434471')
(170, 4.5, 'Two for the Dough (A Stephanie Plum Novel)', '0684196387')
(170, 4.5, 'Dry: A Memoir', '0312272057')
(170, 4.5, 'Marine Sniper: 93 Confirmed Kills', '0425181650')
(170, 4.5, 'L.A. Requiem', '0553526480')
(170, 4.5, 'Two for the Dough', '0671001795')
(170, 4.5, 'PSV Two for the Dough : A Stephanie Plum Novel (Stephanie Plum Novels (Paperback))', '0671044206')
(170, 4.5, 'Marine Sniper', '0425103552')
(170, 4.5, 'Two For The Dough Signed Edition : A Stephanie Plum Novel Signed Edition', '0684825929')
(169, 4.5, 'Needful Things', '0613096010')
(169, 4.5, 'Faith of My Fathers', '0375409343')
(169, 4.5, 'Faith of My Fathers', '0375407774')
(169, 4.5, 'Faith of My Fathers (Random House Large Print)', '0375408479')
(168, 4.5, 'Faith of My Fathers : A Family Memoir', '0060957867')
(168, 4.5, 'Faith of My Fathers', '0375501916')
(167, 4.5, 'Carter Beats the Devil', '0786867345')
(167, 4.5, 'Carter Beats the Devil', '0694525014')
(167, 4.5, 'Wait Till Next Year: A Memoir', '0684847957')
(167, 4.5, 'The Gold Coast', '0446673218')
(167, 4.5, 'Carter Beats the Devil', '0786886323')
(167, 4.5, 'Wait Till Next Year : A Memoir (AUDIO CASSETTE)', '0671577077')
(167, 4.5, 'Wait Till Next Year : A MEMOIR', '0684824892')
(167, 4.5, 'Welcome to Temptation', '1587882809')
(166, 4.5, 'The Gold Coast', '0446360856')
(165, 4.5, 'Murder on the Orient Express: A Hercule Poirot Mystery', '1572702125')
(165, 4.5, 'Murder on the Orient Express (Agatha Christie Audio Mystery)', '1559277572')
(165, 4.5, 'The Charm School', '0446353205')
(165, 4.5, 'Murder on the Orient Express : BBC (BBC Radio Presents)', '0553472151')
(165, 4.5, 'Murder on the Orient Express', '0061002747')
(165, 4.5, 'Hell to Pay: The Unfolding Story of Hillary Rodham Clinton', '0895261979')
